start,end,Date and Time,"Name of the Bus Stop (as displayed on the shelter, if no info is available write the commonly known name)",Survey Location,_Survey Location_latitude,_Survey Location_longitude,_Survey Location_altitude,_Survey Location_precision,"If Location field is not working, please enter coordinates from google maps or paste the location URL",Type of Bus Stop,Condition of Bus Shelter,How is the bus stop positioned relative to the road?,"How is the bus stop positioned relative to the road?/Set back from the road – against a wall, compound, or building edge",How is the bus stop positioned relative to the road?/On the road edge / footpath edge – directly adjacent to traffic,How is the bus stop positioned relative to the road?/The road/footpath is too narrow ,Relationship between Bus Stop and Pedestrians,Is there space behind the bus shelter for pedestrians to walk/wheelchair to move freely?,Is there space between the bus shelter and the road for pedestrians to walk/wheelchair to move freely? ,"Can pedestrians/wheelchair users move past the bus stop on the footpath, without having to step down on the road? ",Is the space behind the bus shelter usable?,How many bus shelters are placed close to each other?,Where do buses typically stop? ,Where do buses typically stop? /At the bus stop – buses pull up to the shelter/marked stop,Where do buses typically stop? /Away from the bus stop – buses stop before or beyond the shelter/marked location,Where do buses typically stop? /Bus stop not clearly marked,Where do buses typically stop? /Unsure / not observed,How far away from the kerb/Bus stop platform does the bus stop?,Tick all access features present at this bus stop,Tick all access features present at this bus stop/Footpath available to reach the bus stop from both directions,"Tick all access features present at this bus stop/Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",Tick all access features present at this bus stop/Ramp for wheelchair users to access the bus stop,"Tick all access features present at this bus stop/Ramp is in usable condition (not too steep, not broken, nor blocked)",Tick all access features present at this bus stop/Tactile paving for visually impaired users,Tick all access features present at this bus stop/Pedestrian crossing at/close to the bus stop to cross the road?,Tick all access features present at this bus stop/None of the above,Check this box if the bus stop's kerb is higher than 15cms or has steps to access ,Is the bus stop area free of encroachments?,Is there evidence of water-logging or poor drainage around the stop?," How safe does this bus stop feel, particularly at night?", Is the bus stop big enough for the number of people who typically wait here?,Does the bus stop have a roof that shelters people from rain?,Is there adequate shade during the day for people waiting?,Is there adequate lighting at the bus stop during the night?,"If seated at the bus stop, can you clearly see an approaching bus?",Is the seating provided comfortable?,Is the name of the bus stop clearly displayed?,Is bus route information displayed at the stop?,Tick all amenities present at this bus stop,Tick all amenities present at this bus stop/Seating / bench,Tick all amenities present at this bus stop/Sufficient seating for the number of people typically waiting,Tick all amenities present at this bus stop/Dustbin / waste bin,Tick all amenities present at this bus stop/Drinking water (tap or dispenser),Tick all amenities present at this bus stop/Public toilet nearby (within eyesight),Tick all amenities present at this bus stop/CCTV camera,Tick all amenities present at this bus stop/Digital information boards with real time arrival information and service alerts,Tick all amenities present at this bus stop/None of the Above,What is the primary land use or activity near this bus stop?,Does the bus shelter carry advertisements?,Any other observations about this bus stop?,Top 1–2 improvements you would recommend for this stop,Photo of Bus Stop Front,Photo of Bus Stop Front_URL,Photo of Bus Stop from Side ,Photo of Bus Stop from Side _URL,Photo of any other key observation 1 ,Photo of any other key observation 1 _URL,Photo of any other key observation 2 ,Photo of any other key observation 2 _URL,id,uuid,submission_time,_validation_status,notes,status,version,tags,meta/rootUuid,index,city,source_form,latitude,longitude,coordinate_source,location_flag,waiting_capacity_problem,roof_problem,shade_problem,shelter_problem_score,night_safety_problem,lighting_problem,safety_problem_score,insufficient_seating_problem,uncomfortable_seating_problem,bus_visibility_problem,comfort_problem_score,road_access_problem,road_space_problem,high_kerb_problem,road_interface_score,drainage_problem,environment_encroachment_problem,environment_risk_score,missing_stop_name_problem,poor_stop_name_problem,missing_route_information_problem,poor_route_information_problem,passenger_information_score,stop_name_problem,route_information_problem,information_problem_count,information_quality,dustbin__waste_bin,drinking_water_tap_or_dispenser,public_toilet_nearby_within_eyesight,cctv_camera,digital_information_boards_with_real_time_arrival_information_and_service_alerts,amenity_deficiency_score,land_use_group,combined_problem_score,master_priority_score,priority_rank
2026-06-21T17:05:33.910000+05:30,2026-06-21T17:12:32.918000+05:30,2026-06-21T17:09:00+05:30,T17 Perumbakkam police station,12.907801 80.198831 -71.10000610351562 23.086999893188477,12.907801,80.198831,-71.1000061,23.08699989,,Other Metal Bus Shelter (Other than Stainless Steel),Unclean/Poorly Maintained,,0,0,1,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions",Unsure,"Unsafe – poorly lit, isolated, or has a history of feeling threatening",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,No - the seating is too small to sit comfortably ,No – name is missing,No information displayed at all,None of the Above,0,0,0,0,0,0,0,1,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements dominate; passenger information is secondary,Bus parks way far,Complete revamp,1000500158-17_11_59.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/787233313/attachments/attHoH2dPSeKPFFawLSHhy7h/,1000500157-17_12_4.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/787233313/attachments/attqnBrrjUMNeua3Ro8mfdTg/,1000500156-17_12_8.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/787233313/attachments/attZa4jkgeoarhou3w2tqhLx/,1000500163-17_12_30.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/787233313/attachments/attD6Z9TXx8EUCQJMSwVffdQ/,787233313,a81a3282-ca54-41b6-b832-9a37b8aa82dd,2026-06-21T17:12:38+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:a81a3282-ca54-41b6-b832-9a37b8aa82dd,139,Chennai,Chennai,12.907801,80.198831,device_gps,OK,False,False,True,1,False,False,0,True,True,False,2,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Institutional,4,8,14
2026-06-21T17:00:06.641000+05:30,2026-06-22T19:33:49.763000+05:30,2026-06-22T19:26:00+05:30,No name looks to be Perumbakkam limit,12.907733 80.198565 15.086914042010903 21.76776650746417,12.907733,80.198565,15.08691404,21.76776651,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,None of the above,0,0,0,0,0,0,1,,Heavily encroached – the stop is largely unusable because of obstructions,No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Unsure,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,No - the seating is too high ,No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements dominate; passenger information is secondary,Buses does not stop in this stop most of the time,Encroachments and advertisements should be removed,image-19_33_34.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/788298839/attachments/attox7GUgm6gXmaJpQJoftNn/,IMG_0620-19_33_40.jpeg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/788298839/attachments/attgG7RYFAeZvbbiBWEWhBxS/,,,,,788298839,911f71dd-26a5-490c-ac4e-9df041ccb843,2026-06-22T19:34:00+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:911f71dd-26a5-490c-ac4e-9df041ccb843,142,Chennai,Chennai,12.907733,80.198565,device_gps,OK,False,False,True,1,False,False,0,True,True,False,2,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Mixed Use,4,8,14
2026-06-18T21:04:50.315000+05:30,2026-06-20T10:01:13.222000+05:30,2026-06-18T20:56:00+05:30,Raja hostel bus stop,,,,,,https://maps.app.goo.gl/AKHZoD5eaHQ8iBnk8?g_st=aw,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Unsure / not observed,0,0,0,1,,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",1,1,0,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench Dustbin / waste bin,1,0,1,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements dominate; passenger information is secondary,The buses not stop in the bus stop,"Light, Proper name board",1001063852-10_1_1.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/790352582/attachments/attEUjMjydSVjUnQMMbmfJmX/,,,1001063853-10_1_10.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/790352582/attachments/attdaaRa9HgDTWFo7TTcZw5K/,,,790352582,b62a25d2-9ca3-4713-ae3c-f39ecb464d32,2026-06-24T13:14:26+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:b62a25d2-9ca3-4713-ae3c-f39ecb464d32,143,Chennai,Chennai,13.025493,80.229714,gmaps_link,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,False,True,1,False,True,True,False,2,True,True,2,Poor,False,True,True,True,True,4,Mixed Use,4,7,42
2026-06-20T10:01:13.361000+05:30,2026-06-24T13:21:57.622000+05:30,2026-06-24T13:16:00+05:30,Ispahani Centre Bus stop,,,,,,https://maps.app.goo.gl/ztjKTEcJaki2eFew7?g_st=aw,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,0,1,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,Partially – some light but insufficient,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Office buildings, malls, large stores, etc",Yes – advertisements dominate; passenger information is secondary,,"Lights, Hygiene",1001071267-13_21_38.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/790361595/attachments/attgHMGv6NnPPGUJvX6PRCHg/,,,,,,,790361595,53daea4c-9dae-45b1-aeaa-57cc2c68056e,2026-06-24T13:22:01+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:53daea4c-9dae-45b1-aeaa-57cc2c68056e,144,Chennai,Chennai,13.054353,80.249978,gmaps_link,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,True,True,2,False,True,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,5,8,14
2026-06-25T11:54:31.897000+05:30,2026-06-25T18:08:54.534000+05:30,2026-06-25T18:01:00+05:30,ரயில்வே காலனி,13.153014 80.288589 -68.80000305175781 12.343000411987305,13.153014,80.288589,-68.80000305,12.34300041,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,0,0,,1,1,1,No - It's very unhygienic or feels unsafe to use,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening",No – overcrowded or high number of people standing on the road,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - the seating is too small to sit comfortably ,Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench,1,0,0,0,0,0,0,0,Other,Yes – advertisements dominate; passenger information is secondary,பேருந்து நிறுத்தத்தின் பின்புறமாக பல்வேறு குப்பைகளும் புதர்களும் கிடப்பது நாள் பாம்புகள் பூச்சிகள் வந்து பயணிகளை கடிப்பதற்கான பேராபத்து இருக்கிறது,,1782390741765911573301019635042-18_2_43.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/792121543/attachments/atthyYoH54WTU46ivzcmFAWh/,17823907891554581671102646323257-18_3_17.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/792121543/attachments/attUsj2Hquuok8dqatqs6EKh/,17823908027857878311363488618386-18_3_35.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/792121543/attachments/attiCorR48yJJMpWVjXF32C9/,,,792121543,5d90b7f0-34c5-43d0-b69b-882976b75152,2026-06-25T18:09:24+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:5d90b7f0-34c5-43d0-b69b-882976b75152,149,Chennai,Chennai,13.153014,80.288589,device_gps,OK,False,True,True,2,False,False,0,True,True,True,3,False,False,,0,True,True,2,False,False,False,False,0,False,False,0,Good,True,True,True,True,True,5,Other,4,7,42
2026-06-25T18:08:54.882000+05:30,2026-06-25T18:15:07.532000+05:30,2026-06-25T18:10:00+05:30,நாய் கோட்ரஸ்,13.152719 80.288678 -68.80000305175781 77.5999984741211,13.152719,80.288678,-68.80000305,77.59999847,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,0,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,No - the seating is too slippery,No – name is missing,Yes – but information seems outdated or unreliable,Seating / bench,1,0,0,0,0,0,0,0,Other,No advertisements,No,No,17823911633962031904795426151371-18_9_35.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/792130848/attachments/attbB7qUnZfeDQKXGTRfeiLW/,17823912338235910694143051372808-18_10_45.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/792130848/attachments/attpNYukaJWGbSqeHaEQTE7S/,,,,,792130848,35edf285-d54e-48d4-99a7-cdb2d5e8910a,2026-06-25T18:15:16+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:35edf285-d54e-48d4-99a7-cdb2d5e8910a,150,Chennai,Chennai,13.152719,80.288678,device_gps,OK,False,True,True,2,False,False,0,True,True,False,2,True,True,,2,False,True,1,True,False,False,True,2,True,True,2,Poor,True,True,True,True,True,5,Other,5,9,7
2026-06-25T18:15:07.754000+05:30,2026-06-25T18:19:29.445000+05:30,2026-06-25T18:15:00+05:30,பேசின் ரோடு இந்திரா காந்தி நகர்,13.152679 80.288633 -68.80000305175781 33.44300079345703,13.152679,80.288633,-68.80000305,33.44300079,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,1,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,"Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",0,1,0,0,0,0,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,Partially – some light but insufficient,Yes – clear sightline to see the approaching buses,No - the seating is too small to sit comfortably ,"Yes – but faded, small, or difficult to read",Yes – but information seems outdated or unreliable,Seating / bench Dustbin / waste bin,1,0,1,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,No,No,17823915244245818085467992116566-18_15_33.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/792137348/attachments/attmMNwkGNUygNNs8UgqWnjx/,,,,,,,792137348,578a81a5-dab3-4ea1-8f88-65f66b41d97b,2026-06-25T18:19:33+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:578a81a5-dab3-4ea1-8f88-65f66b41d97b,151,Chennai,Chennai,13.152679,80.288633,device_gps,OK,False,False,True,1,False,False,0,True,True,False,2,True,True,,2,True,True,2,False,True,False,True,2,True,True,2,Poor,False,True,True,True,True,4,Commercial,5,9,7
2026-06-25T18:19:29.722000+05:30,2026-06-26T16:21:31.445000+05:30,2026-06-26T16:13:00+05:30,பெரம்பூர் மாதா கோவில்,13.108965 80.24187 -65.9000015258789 10.317999839782715,13.108965,80.24187,-65.90000153,10.31799984,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,2,At the bus stop – buses pull up to the shelter/marked stop Away from the bus stop – buses stop before or beyond the shelter/marked location,1,1,0,0,,"Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",0,1,0,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Yes – adequate space for passengers,No – The roof is too damaged or broken to provide shelter,Yes - from both bus shelter AND trees,"Yes – lit by nearby street lights, shop fronts, or advertisement boards","No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - the seating is too small to sit comfortably ,Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench Dustbin / waste bin,1,0,1,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,,,17824706279816166477889900672344-16_14_3.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/793129029/attachments/attsYe88TRGa42s2jWP8q35w/,1782470657770583514381212522047-16_14_26.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/793129029/attachments/attQy63SCCqobuXQYqvtpYLo/,,,,,793129029,f4d7ee16-12e1-45a2-b0f3-c42fc56a9b39,2026-06-26T16:21:35+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:f4d7ee16-12e1-45a2-b0f3-c42fc56a9b39,152,Chennai,Chennai,13.108965,80.24187,device_gps,OK,False,True,False,1,False,False,0,True,True,True,3,True,True,,2,False,True,1,False,False,False,False,0,False,False,0,Good,False,True,True,True,True,4,Commercial,4,7,42
2026-06-26T16:21:31.774000+05:30,2026-06-27T21:29:26.764000+05:30,2026-06-27T21:23:00+05:30,வீனஸ்,13.113605 80.2358 -64 12.555999755859375,13.113605,80.2358,-64.0,12.55599976,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,1,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Ramp for wheelchair users to access the bus stop",1,1,1,0,0,0,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,No - the seating is too small to sit comfortably ,Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench Dustbin / waste bin Digital information boards with real time arrival information and service alerts,1,0,1,0,0,0,1,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,,,17825756320541828365258765181615-21_24_19.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/794335663/attachments/attC2dp5yzedAgCohYdfrozQ/,17825757224325120311762386305270-21_25_37.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/794335663/attachments/attSWhxQopJBzAJD9MtKtqvD/,,,,,794335663,b20ac027-302b-412d-91bb-fa6975bd9d8f,2026-06-27T21:32:23+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:b20ac027-302b-412d-91bb-fa6975bd9d8f,155,Chennai,Chennai,13.113605,80.2358,device_gps,OK,False,False,True,1,False,False,0,True,True,False,2,True,True,,2,True,True,2,False,False,False,False,0,False,False,0,Good,False,True,True,True,False,3,Commercial,5,7,42
2026-06-27T21:29:27.072000+05:30,2026-06-27T21:47:46.001000+05:30,2026-06-27T21:44:00+05:30,ஜவஹர் நகர்,13.112446 80.23147 -62.20000076293945 11.89900016784668,13.112446,80.23147,-62.20000076,11.89900017,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,0,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,,Heavily encroached – the stop is largely unusable because of obstructions,"Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Unsure,No – The roof is too damaged or broken to provide shelter,Yes - from both bus shelter AND trees,"Yes – lit by nearby street lights, shop fronts, or advertisement boards","No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - the seating is too small to sit comfortably ,Yes – name is prominently visible and legible,Yes – but information seems outdated or unreliable,Seating / bench Dustbin / waste bin,1,0,1,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,No,No,17825769065027223545171148229884-21_45_23.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/794345197/attachments/attS98shD3hM8iZvJtrXga7d/,17825769304324687121714439377698-21_45_38.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/794345197/attachments/attxVy78Zvm624a6tipU4pdY/,,,,,794345197,2d5fc996-2acd-41b2-af7f-ff007e43dbf6,2026-06-27T21:50:03+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:2d5fc996-2acd-41b2-af7f-ff007e43dbf6,156,Chennai,Chennai,13.112446,80.23147,device_gps,OK,False,True,False,1,False,False,0,True,True,True,3,True,True,,2,True,True,2,False,False,False,True,1,False,True,1,Needs improvement,False,True,True,True,True,4,Commercial,5,9,7
2026-06-30T18:08:54.283000+05:30,2026-06-30T18:22:29.960000+05:30,2026-06-30T18:09:00+05:30,Meersahipet Market,13.053483 80.268214 -68.30000305175781 19.547000885009766,13.053483,80.268214,-68.30000305,19.54700089,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",No – exposed to full sun,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,backside of shelter is occupied by empty water cans,One more shelter and display board for buses,IMG20260630180710-18_22_8.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797089611/attachments/attJPXNRDJSy2wtVGpgn7GJH/,IMG20260630181944-18_22_18.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797089611/attachments/attt9cBAp2UpHa5z7ZTSKkx8/,IMG20260630180710-18_19_16.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797089611/attachments/attCrscazhzDdXRVFgcKbqpd/,,,797089611,6afd6cfd-bd27-4b36-8b8c-5760ae2a6989,2026-06-30T18:22:35+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:6afd6cfd-bd27-4b36-8b8c-5760ae2a6989,164,Chennai,Chennai,13.053483,80.268214,device_gps,OK,False,False,True,1,False,False,0,True,False,True,2,True,True,,2,False,True,1,False,True,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,4,8,14
2026-06-30T18:34:49.088000+05:30,2026-06-30T18:39:40.950000+05:30,2026-06-30T18:35:00+05:30,Meersahipet Market,13.053421 80.269063 -67.4000015258789 13.50100040435791,13.053421,80.269063,-67.40000153,13.5010004,,Concrete/Masonry Bus Shelter,Unclean/Poorly Maintained,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Bus stop not clearly marked,0,0,1,0,,None of the above,0,0,0,0,0,0,1,,Heavily encroached – the stop is largely unusable because of obstructions,No – area appears well-drained,"Unsafe – poorly lit, isolated, or has a history of feeling threatening",No – overcrowded or high number of people standing on the road,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,No seating available,No – name is missing,No information displayed at all,None of the Above,0,0,0,0,0,0,0,1,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",No advertisements,No space at all,Need to change the shelter and add a light and display board,IMG20260630183426-18_39_5.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797122695/attachments/attQgPmdmgFe9t9vfvCUPgCm/,IMG20260630183357_BURST001_COVER-18_39_18.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797122695/attachments/attWjYZpmcTYazpkeVkwkGZZ/,,,,,797122695,30c8cfab-a87b-4489-8e8f-232e47b98120,2026-06-30T18:39:45+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:30c8cfab-a87b-4489-8e8f-232e47b98120,165,Chennai,Chennai,13.053421,80.269063,device_gps,OK,False,True,True,2,False,False,0,True,True,False,2,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,5,9,7
