start,end,Date and Time,"Name of the Bus Stop (as displayed on the shelter, if no info is available write the commonly known name)",Survey Location,_Survey Location_latitude,_Survey Location_longitude,_Survey Location_altitude,_Survey Location_precision,"If Location field is not working, please enter coordinates from google maps or paste the location URL",Type of Bus Stop,Condition of Bus Shelter,How is the bus stop positioned relative to the road?,"How is the bus stop positioned relative to the road?/Set back from the road – against a wall, compound, or building edge",How is the bus stop positioned relative to the road?/On the road edge / footpath edge – directly adjacent to traffic,How is the bus stop positioned relative to the road?/The road/footpath is too narrow ,Relationship between Bus Stop and Pedestrians,Is there space behind the bus shelter for pedestrians to walk/wheelchair to move freely?,Is there space between the bus shelter and the road for pedestrians to walk/wheelchair to move freely? ,"Can pedestrians/wheelchair users move past the bus stop on the footpath, without having to step down on the road? ",Is the space behind the bus shelter usable?,How many bus shelters are placed close to each other?,Where do buses typically stop? ,Where do buses typically stop? /At the bus stop – buses pull up to the shelter/marked stop,Where do buses typically stop? /Away from the bus stop – buses stop before or beyond the shelter/marked location,Where do buses typically stop? /Bus stop not clearly marked,Where do buses typically stop? /Unsure / not observed,How far away from the kerb/Bus stop platform does the bus stop?,Tick all access features present at this bus stop,Tick all access features present at this bus stop/Footpath available to reach the bus stop from both directions,"Tick all access features present at this bus stop/Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",Tick all access features present at this bus stop/Ramp for wheelchair users to access the bus stop,"Tick all access features present at this bus stop/Ramp is in usable condition (not too steep, not broken, nor blocked)",Tick all access features present at this bus stop/Tactile paving for visually impaired users,Tick all access features present at this bus stop/Pedestrian crossing at/close to the bus stop to cross the road?,Tick all access features present at this bus stop/None of the above,Check this box if the bus stop's kerb is higher than 15cms or has steps to access ,Is the bus stop area free of encroachments?,Is there evidence of water-logging or poor drainage around the stop?," How safe does this bus stop feel, particularly at night?", Is the bus stop big enough for the number of people who typically wait here?,Does the bus stop have a roof that shelters people from rain?,Is there adequate shade during the day for people waiting?,Is there adequate lighting at the bus stop during the night?,"If seated at the bus stop, can you clearly see an approaching bus?",Is the seating provided comfortable?,Is the name of the bus stop clearly displayed?,Is bus route information displayed at the stop?,Tick all amenities present at this bus stop,Tick all amenities present at this bus stop/Seating / bench,Tick all amenities present at this bus stop/Sufficient seating for the number of people typically waiting,Tick all amenities present at this bus stop/Dustbin / waste bin,Tick all amenities present at this bus stop/Drinking water (tap or dispenser),Tick all amenities present at this bus stop/Public toilet nearby (within eyesight),Tick all amenities present at this bus stop/CCTV camera,Tick all amenities present at this bus stop/Digital information boards with real time arrival information and service alerts,Tick all amenities present at this bus stop/None of the Above,What is the primary land use or activity near this bus stop?,Does the bus shelter carry advertisements?,Any other observations about this bus stop?,Top 1–2 improvements you would recommend for this stop,Photo of Bus Stop Front,Photo of Bus Stop Front_URL,Photo of Bus Stop from Side ,Photo of Bus Stop from Side _URL,Photo of any other key observation 1 ,Photo of any other key observation 1 _URL,Photo of any other key observation 2 ,Photo of any other key observation 2 _URL,id,uuid,submission_time,_validation_status,notes,status,version,tags,meta/rootUuid,index,city,source_form,latitude,longitude,coordinate_source,location_flag
2026-07-01T13:26:33.189000+05:30,2026-07-01T13:35:38.348000+05:30,2026-07-01T13:31:00+05:30,Semmencheri Aazhamaram,12.859642 80.226582 -74.30000305175781 15.0600004196167,12.859642,80.226582,-74.30000305,15.06000042,,Stainless Steel Bus Shelter, Clean and Well Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Footpath available to reach the bus stop from both directions,1,0,0,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Unsafe – poorly lit, isolated, or has a history of feeling threatening",Yes – adequate space for passengers,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,Yes – but information seems outdated or unreliable,Seating / bench Sufficient seating for the number of people typically waiting Digital information boards with real time arrival information and service alerts,1,1,0,0,0,0,1,0,"Mostly Residential - Housing, Apartments, etc",Yes – advertisements dominate; passenger information is secondary,Digital boards are under testing,,20260701_133054-13_35_8.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797996806/attachments/attvinuo4DtsYFCkEzTmTKBF/,20260701_133104-13_35_22.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797996806/attachments/attv3QimRMtSj6MmKTVpPUV7/,,,,,797996806,89a33935-938d-443e-b6f5-f32767ff8519,2026-07-01T13:35:39+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:89a33935-938d-443e-b6f5-f32767ff8519,186,Chennai,Chennai,12.859642,80.226582,device_gps,OK
2026-07-01T13:35:38.474000+05:30,2026-07-01T13:43:51.332000+05:30,2026-07-01T13:39:00+05:30,AGS navalur,12.850428 80.226684 -73 16,12.850428,80.226684,-73,16,,Other Metal Bus Shelter (Other than Stainless Steel),Unclean/Poorly Maintained,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,No,No,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location Bus stop not clearly marked,0,1,1,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",Unsure,"Safe – well-lit, visible, and active surroundings", No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,"Yes – lit by nearby street lights, shop fronts, or advertisement boards","No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Office buildings, malls, large stores, etc",Yes – advertisements dominate; passenger information is secondary,Encroachments such as light poles and caravan shops block the stop,,20260701_133849-13_43_26.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/798006315/attachments/attkeVkgxeFbcqbn2Yz3WMP8/,20260701_133906-13_43_32.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/798006315/attachments/att3bRmynVkPgR4sHgMLzRbs/,1782893617299364461121703772586-13_43_47.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/798006315/attachments/attFiHfp4Z34mQUVAeix8kpL/,,,798006315,456444a6-7dc5-49c1-bcc2-b891322e4d7e,2026-07-01T13:43:51+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:456444a6-7dc5-49c1-bcc2-b891322e4d7e,187,Chennai,Chennai,12.850428,80.226684,device_gps,OK
2026-07-01T16:55:24.699000+05:30,2026-07-01T17:03:05.866000+05:30,2026-07-01T16:55:00+05:30,Church park convent,13.054633 80.255379 -67.10000610351562 19.63800048828125,13.054633,80.255379,-67.1000061,19.63800049,,Stainless Steel Bus Shelter, Clean and Well Maintained,"Set back from the road – against a wall, compound, or building edge",1,0,0,,Yes,Yes,Yes,Yes - It's free of obstructions and feels safe to use,2,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Footpath available to reach the bus stop from both directions,1,0,0,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes - sufficient shade from surrounding trees,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting Dustbin / waste bin,1,1,1,0,0,0,0,0,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements dominate; passenger information is secondary,Shelter is comfortable only because of the tree nearby,Digital board displaying buses approching and a CCTV camera since it's a school zone,IMG20260701170149-17_2_48.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/798312624/attachments/attbJW59PDxvJoaCqqTbTQTD/,IMG20260701170217-17_2_58.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/798312624/attachments/attVdkBgxW4UDQRBFut6oVvU/,,,,,798312624,59af1eda-b618-4d7f-bffa-671f0f580fd5,2026-07-01T17:03:14+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:59af1eda-b618-4d7f-bffa-671f0f580fd5,188,Chennai,Chennai,13.054633,80.255379,device_gps,OK
2026-06-26T16:55:32.602000+05:30,2026-07-03T21:02:43.450000+05:30,2026-07-03T20:57:00+05:30,Srinivasa Theatre,,,,,,https://maps.app.goo.gl/8s24nCyxwD95Gj2s6?g_st=aw,Stainless Steel Bus Shelter, Clean and Well Maintained,"Set back from the road – against a wall, compound, or building edge",1,0,0,,Yes,No,No,Yes - It's free of obstructions and feels safe to use,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",1,1,0,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench Sufficient seating for the number of people typically waiting Dustbin / waste bin CCTV camera Digital information boards with real time arrival information and service alerts,1,1,1,0,0,1,1,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements present but passenger information is still clearly visible,,மாற்றுதிறனாளிகளுக்கு வசதி குறைபாடு,1001084376-21_2_35.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801351310/attachments/atthiyZ93xYhoCsEzpUNwjM4/,1001084377-21_2_40.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801351310/attachments/attFh4JC43s8MnMeWhALaRTr/,,,,,801351310,5ddb7037-d66e-4ac4-80d3-702048950518,2026-07-03T21:02:48+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:5ddb7037-d66e-4ac4-80d3-702048950518,189,Chennai,Chennai,,,,NO_LOCATION
2026-07-03T21:02:43.606000+05:30,2026-07-03T21:12:27.534000+05:30,2026-07-03T21:06:00+05:30,Aranganathan subway,,,,,,https://maps.app.goo.gl/G7jd6kD4QV9VyNRQA?g_st=aw,Stainless Steel Bus Shelter, Clean and Well Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,Yes,Yes,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,"Footpath available to reach the bus stop from both directions Ramp for wheelchair users to access the bus stop Ramp is in usable condition (not too steep, not broken, nor blocked)",1,0,1,1,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",Yes – route list is prominently displayed and appears current,Seating / bench Sufficient seating for the number of people typically waiting Dustbin / waste bin Digital information boards with real time arrival information and service alerts,1,1,1,0,0,0,1,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements present but passenger information is still clearly visible,,Nearby occupied by roadside food shop,1001084394-21_12_17.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801366443/attachments/att6fZ36eGTiKQiijZwLUBDX/,1001084393-21_12_22.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801366443/attachments/att6CZtdxTuhWeH8PsVPXUe7/,,,,,801366443,7fb49f56-70cf-490c-a027-b5a8ed62a194,2026-07-03T21:12:32+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:7fb49f56-70cf-490c-a027-b5a8ed62a194,190,Chennai,Chennai,13.0290599,80.2243171,gmaps_link,OK
2026-07-03T21:12:27.682000+05:30,2026-07-03T21:22:35.324000+05:30,2026-07-03T21:17:00+05:30,T.N.H.B. flats,,,,,,https://maps.app.goo.gl/mqP3uhETP2Bi7fNHA?g_st=aw,Concrete/Masonry Bus Shelter, Clean and Well Maintained,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic",1,1,0,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,"Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Ramp for wheelchair users to access the bus stop Ramp is in usable condition (not too steep, not broken, nor blocked)",0,1,1,1,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,"Mostly Residential - Housing, Apartments, etc",No advertisements,,Dustbin,1001084412-21_22_28.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801382709/attachments/attCaszmGJqaHFUrydrwB98a/,1001084413-21_22_32.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801382709/attachments/attirTjYKbKdByay2AVczgQ2/,,,,,801382709,ac8b6197-0785-48a4-8d49-d4d043cb863f,2026-07-03T21:22:39+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:ac8b6197-0785-48a4-8d49-d4d043cb863f,191,Chennai,Chennai,13.0286578,80.2270915,gmaps_link,OK
2026-07-03T21:22:35.468000+05:30,2026-07-03T21:34:21.717000+05:30,2026-07-03T21:28:00+05:30,T.Nagar,,,,,,https://maps.app.goo.gl/sbTNzB2oHFzXKp5R8?g_st=aw,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic",1,1,0,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop Away from the bus stop – buses stop before or beyond the shelter/marked location,1,1,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",1,1,0,0,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings", No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,No - the seating is too small to sit comfortably ,"Yes – but faded, small, or difficult to read","Yes – but information is unclear, faded, or partially missing",Seating / bench Dustbin / waste bin,1,0,1,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements present but passenger information is still clearly visible,,,1001084439-21_33_57.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801401420/attachments/attF9qPGXg3dzijyabN9Whc9/,1001084438-21_34_2.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801401420/attachments/attiB3mfcSWw99WvAzzRdjAF/,1001084437-21_34_6.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/801401420/attachments/attPoBguusLCbEDRZWawsP2Z/,,,801401420,5f404a34-cf2a-4ef5-aa64-ede1a4ad88a1,2026-07-03T21:34:26+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:5f404a34-cf2a-4ef5-aa64-ede1a4ad88a1,192,Chennai,Chennai,13.0290576,80.2242373,gmaps_link,OK
2026-07-05T13:07:09.093000+05:30,2026-07-05T13:13:28.491000+05:30,2026-07-05T13:07:00+05:30,Todd hunder nagar (or) Veterinary hospital (towards Gundy),,,,,,https://maps.app.goo.gl/grjqQXFm7qRzQLhW7?g_st=aw,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,No,No,,1 - this is a standalone shelter ,Unsure / not observed,0,0,0,1,Unsure / not observed,None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Yes – adequate space for passengers,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements dominate; passenger information is secondary,Bus not stop in this bus stop,"Dustbin, Name board",1001086502-13_13_24.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802436451/attachments/attD3YHfHDZSdep25yEYEveX/,,,,,,,802436451,6ef6cfac-b8d7-4d6b-85cb-51ee381e6d8e,2026-07-05T13:13:32+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:6ef6cfac-b8d7-4d6b-85cb-51ee381e6d8e,193,Chennai,Chennai,13.0250915,80.2298129,gmaps_link,OK
2026-07-05T13:13:28.660000+05:30,2026-07-05T13:31:12.981000+05:30,2026-07-05T13:24:00+05:30,Saidapet (towards guindy),,,,,,https://maps.app.goo.gl/nKYEjABstK2ByDcdA?g_st=aw,Other Metal Bus Shelter (Other than Stainless Steel), Clean and Well Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,Yes,Yes,Yes,Yes - It's free of obstructions and feels safe to use,4+,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Ramp for wheelchair users to access the bus stop Pedestrian crossing at/close to the bus stop to cross the road?",1,1,1,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,"Mostly commercial - Office buildings, malls, large stores, etc",Yes – advertisements dominate; passenger information is secondary,Now because of metro work it's not active,Water,1001086538-13_31_5.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802445087/attachments/attRpbyhLcQfTDDvYHHFhZXy/,1001086539-13_31_9.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802445087/attachments/attW8kUJQnNDWNovyjHWbnxx/,,,,,802445087,86ae7774-5506-4728-8b0b-11e75c08b3fb,2026-07-05T13:31:17+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:86ae7774-5506-4728-8b0b-11e75c08b3fb,194,Chennai,Chennai,13.0238855,80.2283474,gmaps_link,OK
2026-07-05T13:31:13.190000+05:30,2026-07-05T13:38:30.194000+05:30,2026-07-05T13:40:00+05:30,Panagal maligai ( towards Guindy),,,,,,https://maps.app.goo.gl/vPPHCbfsXW7fAWoE6?g_st=aw,Stainless Steel Bus Shelter,Unclean/Poorly Maintained,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,No,No,,2,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)", No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read","Yes – but information is unclear, faded, or partially missing",Seating / bench,1,0,0,0,0,0,0,0,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements dominate; passenger information is secondary,,"Water, more sitting space",1001086548-13_38_27.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802449305/attachments/att5tNTYn7xaM8H2k6gyMgj8/,,,,,,,802449305,22cb3444-7aaf-41dd-a342-318d8e9a5ab3,2026-07-05T13:38:34+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:22cb3444-7aaf-41dd-a342-318d8e9a5ab3,195,Chennai,Chennai,13.0213422,80.2260645,gmaps_link,OK
2026-07-05T17:53:59.128000+05:30,2026-07-05T18:18:47.024000+05:30,2026-07-05T17:56:00+05:30,Vivekanandar House,13.048513 80.28039 -91.92457781637849 100,13.048513,80.28039,-91.92457782,100,,3D Printed Bus Shelter, Clean and Well Maintained,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic",1,1,0,,No,Yes,Yes,,3,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Ramp for wheelchair users to access the bus stop Tactile paving for visually impaired users",1,1,1,0,1,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,"Yes – but information is unclear, faded, or partially missing",Seating / bench Dustbin / waste bin CCTV camera,1,0,1,0,0,1,0,0,Compound Wall / Dead Edge - No activity near the stop,Yes – advertisements present but passenger information is still clearly visible,,,PXL_20260705_121756347-18_18_31.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802612698/attachments/attQdnWk62WDr6wkT9hLHAKm/,PXL_20260705_121634623-18_18_40.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802612698/attachments/attFTrKK7CW5PWG4kvmWB4Fu/,,,,,802612698,6f3252ae-87c0-464e-9e9d-e0a621829791,2026-07-05T19:04:10+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:6f3252ae-87c0-464e-9e9d-e0a621829791,196,Chennai,Chennai,13.048513,80.28039,device_gps,OK
2026-07-05T13:38:30.303000+05:30,2026-07-05T20:59:21.776000+05:30,2026-07-05T13:51:00+05:30,Adyar (towards Besant nagar),,,,,,https://maps.app.goo.gl/kHpw6vYJTjzdyexL9?g_st=aw,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,Yes,No,,3,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Ramp for wheelchair users to access the bus stop Ramp is in usable condition (not too steep, not broken, nor blocked)",0,0,1,1,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings", No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",Yes – route list is prominently displayed and appears current,Seating / bench Dustbin / waste bin Digital information boards with real time arrival information and service alerts,1,0,1,0,0,0,1,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements dominate; passenger information is secondary,,Water,1001086571-20_57_35.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802669480/attachments/attpAEihQWzv4NWMupK66YSs/,,,1001086570-20_58_1.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/802669480/attachments/attySXZRamRk5xSEXjSYqTit/,,,802669480,0e18dcc8-a210-4944-9bbd-bfa3e84b54a0,2026-07-05T20:59:26+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:0e18dcc8-a210-4944-9bbd-bfa3e84b54a0,197,Chennai,Chennai,13.0012994,80.2568861,gmaps_link,OK
